STATION,NAME,DATE,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT06,WT08,WT11,WT13,WT14,WT16,WT18,WT19,WT22
USW00094728,"NY CITY CENTRAL PARK, NY US",8/14/2013,6.49,,,0,0,0,,74,61,,310,310,15,28,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/15/2013,3.58,,,0,0,0,,78,59,,290,260,10.1,16.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/16/2013,2.01,,,0,0,0,,82,64,,280,180,8.1,13,,,,,,1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/17/2013,2.01,,,0,0,0,,84,64,,110,200,8.1,11,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/18/2013,2.91,,,0,0,0,,76,68,,70,50,10.1,15,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/19/2013,3.36,,,0,0,0,,79,66,,250,250,8.9,17,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/20/2013,2.91,,,0,0,0,,88,68,,280,280,8.9,14.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/21/2013,2.46,,,0,0,0,,90,72,,180,250,8.1,14.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/22/2013,3.8,,,0.25,0,0,,78,71,,260,280,10.1,16.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/23/2013,5.59,,,0,0,0,,82,71,,40,30,13,19,,,,,,1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/24/2013,4.92,,,0,0,0,,80,65,,50,50,14.1,19.9,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/25/2013,4.03,,,0,0,0,,83,64,,290,270,10.1,19,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/26/2013,5.82,,,0.04,0,0,,84,68,,260,260,14.1,21.9,1,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/27/2013,4.7,,,0.01,0,0,,87,71,,40,40,12.1,17,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/28/2013,2.68,,,0.43,0,0,,86,71,,290,280,8.9,14.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/29/2013,4.92,,,0,0,0,,80,71,,80,80,12.1,18.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/30/2013,4.25,,,0,0,0,,85,70,,260,260,13,19.9,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/31/2013,4.92,,,0,0,0,,86,73,,220,230,13,23.9,,,,,,1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/1/2013,2.46,,,0,0,0,,84,75,,240,260,10.1,17,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/2/2013,0.89,,,0.05,0,0,,82,74,,150,140,12.1,17,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/3/2013,2.91,,,0.03,0,0,,82,68,,300,280,12.1,19,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/4/2013,5.37,,,0,0,0,,82,65,,250,250,12.1,18.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/5/2013,5.59,,,0,0,0,,80,64,,310,20,13,19.9,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/6/2013,3.58,,,0,0,0,,72,57,,60,50,12.1,17,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/7/2013,3.36,,,0,0,0,,80,59,,270,270,10.1,14.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/8/2013,6.49,,,0,0,0,,83,64,,30,20,15,25.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/9/2013,4.25,,,0,0,0,,73,57,,60,180,12.1,17,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/10/2013,5.82,,,0.01,0,0,,87,68,,240,250,12.1,21.9,,,,,,1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/11/2013,4.47,,,0,0,0,,96,77,,260,250,12.1,21,,,,,,1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/12/2013,4.03,,,1.6,0,0,,87,70,,290,290,15,23.9,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/13/2013,5.14,,,0.06,0,0,,77,59,,290,300,14.1,23.9,1,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/14/2013,4.7,,,0,0,0,,67,54,,290,270,12.1,19,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/15/2013,3.8,,,0,0,0,,73,51,,290,160,8.9,14.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/16/2013,4.7,,,0.03,0,0,,73,56,,20,20,14.1,21,1,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/17/2013,4.7,,,0,0,0,,65,50,,60,40,17,25.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/18/2013,2.68,,,0,0,0,,72,51,,250,240,8.9,15,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/19/2013,2.46,,,0,0,0,,78,55,,270,170,8.1,13,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/20/2013,3.13,,,0,0,0,,79,60,,220,160,8.9,16.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/21/2013,4.47,,,0.72,0,0,,77,61,,180,180,16.1,28,1,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/22/2013,5.82,,,0.45,0,0,,69,54,,300,290,14.1,23.9,1,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/23/2013,4.03,,,0,0,0,,66,50,,360,290,12.1,19,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/24/2013,4.03,,,0,0,0,,73,47,,270,290,12.1,17,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/25/2013,1.79,,,0,0,0,,73,52,,280,30,6.9,11,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/26/2013,3.58,,,0,0,0,,71,58,,70,20,10.1,16.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/27/2013,4.7,,,0,0,0,,69,57,,70,60,10.1,14.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/28/2013,4.47,,,0,0,0,,73,56,,60,80,12.1,17,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/29/2013,3.13,,,0,0,0,,72,57,,70,60,8.9,14.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/30/2013,3.36,,,0,0,0,,75,56,,250,260,12.1,17,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/1/2013,2.01,,,0,0,0,,82,59,,280,260,10.1,15,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/2/2013,4.03,,,0,0,0,,83,64,,270,270,13,21,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/3/2013,1.57,,,0,0,0,,78,63,,260,260,6.9,12.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/4/2013,2.91,,,0,0,0,,86,66,,60,290,8.9,14.1,,,,,,1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/5/2013,3.58,,,0,0,0,,76,64,,150,160,8.1,14.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/6/2013,5.82,,,0,0,0,,70,65,,140,140,10.1,17,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/7/2013,5.82,,,0.25,0,0,,76,60,,270,260,15,29.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/8/2013,6.04,,,0,0,0,,67,54,,60,30,13,19,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/9/2013,8.5,,,0,0,0,,62,53,,60,70,18.1,27.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/10/2013,8.95,,,0,0,0,,65,54,,70,40,16.1,25.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/11/2013,9.4,,,0.02,0,0,,68,60,,70,80,17,25.1,1,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/12/2013,11.18,,,0,0,0,,72,60,,60,70,21,29.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/13/2013,8.5,,,0,0,0,,65,56,,70,80,17,25.9,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/14/2013,2.46,,,0,0,0,,66,52,,60,180,8.1,12.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/15/2013,2.91,,,0,0,0,,72,53,,180,180,8.1,13,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/16/2013,3.13,,,0,0,0,,67,56,,80,180,8.1,12.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/17/2013,2.68,,,0.02,0,0,,73,61,,190,250,8.9,18.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/18/2013,6.71,,,0,0,0,,68,55,,290,280,15,25.9,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/19/2013,3.36,,,0.01,0,0,,64,52,,260,260,10.1,19.9,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/20/2013,5.59,,,0,0,0,,63,50,,280,290,14.1,23,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/21/2013,3.8,,,0,0,0,,66,50,,210,230,10.1,19,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/22/2013,4.47,,,0,0,0,,67,51,,250,250,12.1,19,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/23/2013,4.47,,,0,0,0,,55,45,,60,310,14.1,21,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/24/2013,6.71,,,0,0,0,,54,41,,290,290,15,23,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/25/2013,5.14,,,0,0,0,,53,40,,310,260,15,23,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/26/2013,6.26,,,0,0,0,,55,41,,250,250,17,25.9,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/27/2013,5.14,,,0,0,0,,58,46,,300,280,13,21.9,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/28/2013,4.47,,,0,0,0,,61,43,,270,280,13,21,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/29/2013,4.92,,,0,0,0,,56,44,,60,50,10.1,14.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/30/2013,2.01,,,0,0,0,,60,47,,260,260,8.9,13,,,,,,1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/31/2013,3.58,,,0.06,0,0,,66,53,,250,240,13,23,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/1/2013,4.92,,,0.13,0,0,,70,59,,280,260,23,44.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/2/2013,3.8,,,0,0,0,,68,55,,290,290,10.1,18.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/3/2013,6.26,,,0,0,0,,55,37,,340,350,15,21,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/4/2013,6.49,,,0,0,0,,46,35,,50,40,15,23.9,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/5/2013,4.03,,,0,0,0,,55,41,,100,100,10.1,14.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/6/2013,3.58,,,0,0,0,,61,49,,210,190,8.9,19,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/7/2013,6.71,,,0.13,0,0,,64,44,,310,310,15,23.9,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/8/2013,8.72,,,0,0,0,,50,40,,290,270,16.1,28,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/9/2013,4.92,,,0,0,0,,50,38,,250,250,13,23,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/10/2013,7.61,,,0,0,0,,61,44,,280,250,18.1,33.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/11/2013,6.49,,,0,0,0,,53,43,,290,240,16.1,25.9,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/12/2013,6.26,,,0.03,0,0,,52,31,,340,340,16.1,29.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/13/2013,6.04,,,0,0,0,,39,29,,290,300,14.1,21.9,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/14/2013,8.05,,,0,0,0,,52,33,,250,250,17,31.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/15/2013,4.7,,,0,0,0,,57,44,,250,250,13,23,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/16/2013,2.68,,,0.05,0,0,,60,45,,250,250,12.1,17,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/17/2013,3.58,,,0.03,0,0,,60,51,,170,180,10.1,16.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/18/2013,7.38,,,0.22,0,0,,65,51,,280,280,19.9,31.1,1,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/19/2013,9.17,,,0,0,0,,51,36,,310,320,19.9,31.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/20/2013,6.93,,,0,0,0,,44,32,,20,10,15,23,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/21/2013,4.92,,,0,0,0,,52,35,,60,240,10.1,14.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/22/2013,6.26,,,0.07,0,0,,57,51,,260,280,12.1,18.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/23/2013,9.62,,,0,0,0,,54,31,,290,310,21,34,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/24/2013,12.08,,,0,0,0,,30,23,,310,300,25.1,42.9,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/25/2013,5.82,,,0,0,0,,35,23,,250,250,15,23,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/26/2013,4.25,,,0.51,0,0,,47,33,,60,250,12.1,21,1,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/27/2013,9.62,,,1.98,0,0,,62,35,,280,180,19.9,36.9,1,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/28/2013,7.16,,,0,0,0,,35,30,,280,290,21.9,38.9,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/29/2013,3.8,,,0,0,0,,39,29,,360,20,13,19,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/30/2013,5.14,,,0,0,0,,39,25,,60,50,12.1,16.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/1/2013,1.79,,,0,0,0,,49,36,,270,300,6.9,10.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/2/2013,3.13,,,0,0,0,,49,41,,70,80,8.1,11,,,,,,1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/3/2013,3.13,,,0,0,0,,53,38,,260,240,8.1,12.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/4/2013,2.91,,,0,0,0,,52,41,,60,140,8.1,12.1,,,,,,1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/5/2013,2.46,,,0.01,0,0,,60,48,,270,170,8.9,17,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/6/2013,5.82,,,0.73,0,0,,62,37,,10,10,15,21.9,1,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/7/2013,6.04,,,0.14,0,0,,41,32,,310,280,13,21.9,1,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/8/2013,6.26,,,0.08,0.7,0,,33,29,,70,60,15,19.9,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/9/2013,6.71,,,0.3,0,0,,39,31,,70,60,21.9,31.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/10/2013,6.49,,,0.23,1.4,0,,37,30,,270,270,14.1,23.9,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/11/2013,7.61,,,0,0,0,,33,27,,250,250,15,25.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/12/2013,7.38,,,0,0,0,,30,23,,260,310,16.1,25.9,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/13/2013,5.59,,,0,0,0,,35,23,,250,270,18.1,29.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/14/2013,10.07,,,0.73,5,0,,34,22,,70,70,21,31.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/15/2013,8.72,,,0.72,0,3.1,,40,30,,60,40,21,28,1,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/16/2013,7.83,,,0,0,3.1,,33,25,,260,290,17,25.9,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/17/2013,6.04,,,0.19,1.5,3.1,,32,24,,20,60,13,17,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/18/2013,6.71,,,0,0,3.9,,37,23,,290,270,14.1,23.9,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/19/2013,4.92,,,0,0,3.1,,47,30,,240,240,15,23.9,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/20/2013,5.14,,,0,0,3.1,,53,41,,240,240,16.1,27.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/21/2013,7.83,,,0.01,0,1.2,,65,51,,250,240,16.1,25.9,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/22/2013,5.59,,,0,0,0,,71,61,,250,250,16.1,27.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/23/2013,4.7,,,0.51,0,0,,64,42,,360,350,17,29.1,1,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/24/2013,8.28,,,0,0,0,,42,26,,310,310,18.1,29.1,,,,,,1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/25/2013,4.7,,,0,0,0,,31,19,,300,300,21,35.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/26/2013,5.37,,,0,0,0,,36,30,,290,240,14.1,23,,,,,,1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/27/2013,5.82,,,0,0,0,,40,31,,290,250,12.1,19.9,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/28/2013,7.16,,,0,0,0,,55,36,,250,240,16.1,27.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/29/2013,6.04,,,1.2,0,0,,48,41,,60,320,16.1,25.9,1,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/30/2013,6.26,,,0,0,0,,45,23,,300,300,15,25.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/31/2013,5.82,,,0,0,0,,32,21,,290,280,17,28,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/1/2014,5.59,,,0,0,0,,33,24,,280,300,14.1,23,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/2/2014,12.3,,,0.33,3.1,0,,33,18,,50,50,21,28,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/3/2014,10.51,,,0.29,3.3,5.9,,18,9,,360,310,21,29.1,1,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/4/2014,4.92,,,0,0,5.9,,29,8,,260,240,8.9,19.9,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/5/2014,3.8,,,0.14,0,3.9,,40,27,,70,240,6.9,17,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/6/2014,8.5,,,0.36,0,1.2,,55,19,,290,300,18.1,29.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/7/2014,13.2,,,0,0,0,,19,4,,280,270,23,38,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/8/2014,7.16,,,0,0,0,,22,9,,290,290,15,23,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/9/2014,2.91,,,0,0,0,,32,22,,350,320,12.1,16.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/10/2014,3.36,,,0.11,0,0,,37,30,,50,160,8.1,11,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/11/2014,7.16,,,0.5,0,0,,58,37,,180,170,17,28,1,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/12/2014,8.28,,,0.05,0,0,,54,38,,290,290,19.9,31.1,1,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/13/2014,5.14,,,0,0,0,,51,37,,180,170,14.1,23.9,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/14/2014,4.92,,,0.38,0,0,,52,44,,230,250,13,21.9,1,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/15/2014,2.91,,,0,0,0,,47,39,,160,190,12.1,17,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/16/2014,4.03,,,0,0,0,,42,36,,10,50,10.1,14.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/17/2014,3.58,,,0,0,0,,44,33,,170,180,12.1,19,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/18/2014,7.16,,,0.07,0,0,,41,29,,290,300,15,25.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/19/2014,7.38,,,0,0,0,,38,24,,260,250,21,34,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/20/2014,7.38,,,0,0,0,,46,31,,270,280,17,30,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/21/2014,10.51,,,0.46,11,0,,31,11,,30,40,19.9,30,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/22/2014,8.72,,,0.02,0.5,11,,17,5,,360,350,21.9,30,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/23/2014,7.16,,,0,0,7.1,,20,7,,290,280,16.1,25.9,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/24/2014,8.05,,,0,0,5.9,,20,10,,250,240,17,30,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/25/2014,7.61,,,0.04,1,3.9,,28,19,,230,240,17,30,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/26/2014,,,,0,0,3.9,,34,17,,280,280,16.1,25.9,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/27/2014,7.83,,,0,0,3.1,,44,21,,300,300,17,30,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/28/2014,6.04,,,0,0,1.2,,21,12,,310,280,15,23.9,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/29/2014,6.49,,,0.04,0.8,2,,23,14,,260,250,15,23,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/30/2014,3.8,,,0,0,1,,30,16,,270,270,8.9,16.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/31/2014,4.92,,,0,0,1.2,,39,25,,260,260,14.1,21,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/1/2014,3.58,,,0,0,1.2,,45,36,,180,190,13,19,,,,,,1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/2/2014,3.13,,,0,0,1.2,,56,39,,360,360,10.1,15,,,,,,1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/3/2014,6.71,,,1.17,8,1.2,,43,27,,20,20,10.1,16.1,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/4/2014,2.24,,,0,0,7.9,,35,22,,60,,6.9,,,,,,,1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/5/2014,7.16,,,1.43,4,9.1,,34,29,,60,70,15,28,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/6/2014,4.03,,,0,0,9.1,,32,21,,310,310,13,19,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/7/2014,6.71,,,0,0,9.1,,32,24,,280,270,15,23.9,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/8/2014,4.92,,,0,0,9.1,,29,21,,280,270,12.1,17,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/9/2014,3.58,,,0.1,1.2,7.9,,31,21,,270,270,12.1,19.9,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/10/2014,7.16,,,0,0,9.8,,29,21,,310,320,15,25.9,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/11/2014,5.37,,,0,0,9.8,,26,16,,280,270,14.1,19.9,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/12/2014,5.82,,,0,0,9.8,,25,13,,60,50,14.1,19,,,,,,,,,,,,,
